hp_name,degree
Loss of consciousness,75
Anterior synechiae of the anterior chamber,75
Elbow hypertrichosis,75
Elevated alkaline phosphatase,75
Menorrhagia,74
Prolonged QT interval,74
Cholestasis,74
Adducted thumb,74
Macrocytic anemia,74
Myocarditis,74
Normocytic anemia,74
Odontogenic keratocysts of the jaw,74
Renal hypoplasia/aplasia,74
Polydactyly,74
Brachyturricephaly,74
Xanthelasma,74
Lower limb pain,74
Vitritis,74
Diaphragmatic weakness,74
Oral leukoplakia,74
Lateral displacement of the femoral head,74
Absent pigmentation of the ventral chest,74
Generalized hypotonia due to defect at the neuromuscular junction,74
Impaired mastication,73
Scleroderma,73
Diabetes insipidus,73
Cupped ear,73
Palmoplantar hyperkeratosis,73
Abnormal pigmentation of the oral mucosa,73
Pituitary adenoma,73
Pituitary thyrotropic cell adenoma,73
Accelerated skeletal maturation,73
Abnormal brainstem morphology,73
Dermal translucency,73
Male pseudohermaphroditism,73
Proximal placement of thumb,73
Abnormal penis morphology,73
Tarsal synostosis,73
Lack of skin elasticity,73
Fatiguable weakness of proximal limb muscles,73
Slender toe,73
Elevated circulating creatine concentration,73
Pseudoepiphyses,73
Absent penis,73
Curved middle phalanx of the 4th toe,73
Disproportionate tall stature,72
Short long bone,72
Thickened nuchal skin fold,72
Persistent left superior vena cava,72
Hypomagnesemia,72
Urinary urgency,72
Delayed eruption of primary teeth,72
Oligozoospermia,72
Aortic arch aneurysm,72
Rickets,72
Chills,72
Microcytic anemia,72
Abnormal vagina morphology,72
Conical incisor,72
Exaggerated cupid's bow,72
Slender build,72
Generalized lipodystrophy,72
Wide penis,72
Toe walking,72
Ocular hypertension,72
Unilateral renal hypoplasia,72
Hypercitraturia,72
Long proximal phalanx of finger,72
Beaking of vertebral bodies,71
Hyperuricemia,71
Bundle branch block,71
Acute leukemia,71
Abnormal pulmonary interstitial morphology,71
Female hypogonadism,71
Insulin-resistant diabetes mellitus,71
Hyperparathyroidism,71
Periventricular heterotopia,71
Aplasia/Hypoplasia of the lens,71
Abnormal vestibular function,71
Wrist flexion contracture,71
Precocious puberty with Sertoli cell tumor,71
Abnormality of the thyroid gland,71
Bone marrow hypocellularity,71
Orthostatic hypotension,71
Natal tooth,71
Abnormal mesentery morphology,71
Laryngotracheomalacia,71
Cutaneous anergy,71
Aplasia cutis congenita on trunk or limbs,71
J-shaped sella turcica,71
Desquamative interstitial pneumonitis,71
Left aortic arch with retroesophageal right subclavian artery,71
Reduced holocarboxylase synthetase activity in cultured fibroblasts,71
Laryngomalacia,70
Pneumothorax,70
Hyperbilirubinemia,70
External ophthalmoplegia,70
Flushing,70
Gliosis,70
Hypophosphatemia,70
Increased circulating IgE level,70
Elevated circulating follicle stimulating hormone level,70
Hydrometrocolpos,70
Peritonitis,70
Acrobrachycephaly,70
Elevated CSF 4-hydroxybutyric acid concentration,70
Acidosis,70
Congenital shortened small intestine,70
Duodenal atresia,70
Meningeal calcification,70
Irregularity of vertebral bodies,70
Hyperpigmented nevi,70
Cutaneous syndactyly,69
Oral ulcer,69
Asthenia,69
Ventricular flutter,69
Reduced subcutaneous adipose tissue,69
Hypergastrinemia,69
Urinary bladder sphincter dysfunction,69
Increased mean corpuscular volume,69
Limb pain,69
Overlapping toe,69
Aspiration pneumonia,69
Iron deficiency anemia,69
Thymoma,69
Impaired social interactions,69
Dilatation of the cerebral artery,69
Aplasia of the semicircular canal,69
White forelock,69
Embryonal neoplasm,69
Pili torti,69
Short tibia,69
Abnormal circulating leptin concentration,69
Facial hypotonia,69
Superior pectus carinatum,69
Madelung deformity,69
Pancreatic aplasia,69
Myositis,68
Increased circulating lactate dehydrogenase concentration,68
Progressive neurologic deterioration,68
Pulmonary fibrosis,68
Periodic hyperkalemic paralysis,68
Labial hypoplasia,68
Pituitary hypothyroidism,68
Decreased fertility in males,68
Recurrent herpes,68
Carotid paraganglioma,68
Abnormal tricuspid valve morphology,68
Abnormal fibula morphology,68
Short humerus,68
Dysgenesis of the cerebellar vermis,68
Hypersomnia,68
Type I transferrin isoform profile,68
Absent inner dynein arms,68
Congenital adrenal hyperplasia,68
Contractures of the large joints,68
Vertical forehead creases,68
Sulfocysteinuria,68
Whistling appearance,68
Cherry red spot of the macula,67
Abnormal metacarpal morphology,67
Disproportionate short-trunk short stature,67
Increased nuchal translucency,67
Nasal polyposis,67
Hypergonadotropic hypogonadism,67
Abnormality of the mouth,67
Hyperactive deep tendon reflexes,67
Loss of speech,67
Distal upper limb muscle weakness,67
Athetosis,67
Hypothermia,67
Hydrocele testis,67
Melena,67
Hand tremor,67
Enuresis,67
Abnormal toenail morphology,67
Abnormal nasolacrimal system morphology,67
Abnormality of the upper limb,67
Ulnar deviation of finger,67
Atrophy of the spinal cord,67
Bronchomalacia,67
Bifid tongue,67
Ectopic anus,67
Meckel diverticulum,67
Aplasia/Hypoplasia of fingers,67
Axonal degeneration/regeneration,67
Abnormal brain morphology,67
Leg muscle stiffness,67
Tessier number 4 facial cleft,67
Bilateral wrist flexion contracture,67
Primary ovarian failure,67
Decreased circulating complement factor B concentration,67
Hyperchloremic metabolic acidosis,67
Flexion limitation of toes,67
Nasal speech,67
Reticulocytosis,66
Syringomyelia,66
Aortic dissection,66
Sensory axonal neuropathy,66
Weakness of facial musculature,66
Congenital hip dislocation,66
Exercise-induced muscle fatigue,66
Renal dysplasia,66
Sclerocornea,66
Visual hallucination,66
Amenorrhea,66
Reduced eye contact,66
"Intellectual disability, borderline",66
Deuteranomaly,66
White eyelashes,66
Femoral bowing,66
Deep plantar creases,66
Follicular hyperkeratosis,66
Bifid nasal tip,66
Knee clonus,66
Increased circulating creatine kinase MM isoform,66
Enanthema,66
Progressive leg bowing,66
Hypoplasia of the pharynx,66
Reduced number of teeth,66
Abnormality of the wrist,65
Generalized-onset seizure,65
Delayed CNS myelination,65
Psoriasiform dermatitis,65
Esophageal stricture,65
Steatorrhea,65
Stenosis of the external auditory canal,65
Insomnia,65
Abnormal dermatoglyphics,65
Gastrointestinal dysmotility,65
Simplified gyral pattern,65
Renal cell carcinoma,65
Spastic tetraparesis,65
Ovarian neoplasm,65
Truncus arteriosus,65
Gingivitis,65
Abnormality of connective tissue,65
Neoplasm of the lung,65
Pursed lips,65
Hypoplasia of the fovea,65
Decreased palmar creases,65
Pain insensitivity,65
Congenital stationary night blindness,65
Thyroid lymphangiectasia,65
Gonadotropin deficiency,65
Dilatation of the sinus of Valsalva,65
Elevated circulating S-adenosyl-L-homocysteine concentration,65
Reduction of neutrophil motility,65
Iris neovascularization,65
Spondylolisthesis,64
Aortic aneurysm,64
Stillbirth,64
Young adult onset,64
Bruxism,64
Abnormal pleura morphology,64
Abnormality of visual evoked potentials,64
Trismus,64
Transient ischemic attack,64
Spinal cord compression,64
Abnormal intrahepatic bile duct morphology,64
Intrinsic hand muscle atrophy,64
Neoplasm of the thyroid gland,64
Diabetic ketoacidosis,64
Abnormality of the genitourinary system,64
Taurodontia,64
Long foot,64
Abnormal hand morphology,64
Ganglioneuroma,64
Psychotic episodes,64
Aplasia/Hypoplasia of the thumb,64
Severe viral infection,64
Neutrophil nuclear clefts,64
Triceps hyperreflexia,64
Naevus flammeus of the eyelid,64
Optic nerve dysplasia,64
Abnormal blood ion concentration,64
Reduced amygdala volume,64
Abnormality of mouth shape,64
Abnormal synaptic transmission,64
Scrotal hypoplasia,64
Postaxial foot polydactyly,63
Skin nodule,63
White hair,63
Motor axonal neuropathy,63
Hand muscle weakness,63
Leukodystrophy,63
Abnormal lip morphology,63
Spinal canal stenosis,63
Narrow nasal bridge,63
Delayed eruption of permanent teeth,63
Bladder exstrophy,63
Adrenal insufficiency,63
Amelogenesis imperfecta,63
Abnormal sacrum morphology,63
Hypoplastic pelvis,63
Limb-girdle muscle weakness,63
Congenital alopecia totalis,63
Renal tubular acidosis,63
Retrocerebellar cyst,63
Optic nerve aplasia,63
Cone-shaped epiphyses fused within their metaphyses,63
Abnormality of dental morphology,63
Aspartylglucosaminuria,62
Inflammation of the large intestine,62
Turricephaly,62
Cardiac arrest,62
Atrial flutter,62
Low frustration tolerance,62
Ascending tubular aorta aneurysm,62
Vitiligo,62
Weakness of long finger extensor muscles,62
Abnormality of limbs,62
Decreased circulating vitamin D concentration,62
Elevated circulating alkaline phosphatase concentration,62
Steppage gait,62
Thyroiditis,62
Postaxial polydactyly,62
Displacement of the urethral meatus,62
Recurrent candida infections,62
Avascular necrosis of the capital femoral epiphysis,62
Abnormality of refraction,62
Talipes calcaneovalgus,62
Abnormality of the genital system,62
Secondary microcephaly,62
Recurrent mycobacterial infections,62
Advanced eruption of teeth,62
Occipital encephalocele,62
Sensory ataxic neuropathy,62
Hyperplasia of the maxilla,62
HbH hemoglobin,62
Bifid nose,62
Abnormality of the glabella,62
Posterior rib fusion,62
Deviation of the 2nd finger,62
Long distal phalanx of finger,62
Cranial nerve motor loss,62
Left aortic arch with right descending aorta and right ductus arteriosus,62
Large face,61
Thickened calvaria,61
Irregular epiphyses,61
Absent P wave,61
Abnormal carotid artery morphology,61
Increased circulating lactate concentration,61
Anterior hypopituitarism,61
Pelvic girdle muscle weakness,61
Impaired myocardial contractility,61
Gaze-evoked nystagmus,61
Global brain atrophy,61
Abnormal aortic arch morphology,61
Abnormal lung lobation,61
Bitemporal hemianopia,61
Color vision defect,61
Subcutaneous hemorrhage,61
Increased circulating renin level,61
Vertebral wedging,61
Bilateral talipes equinovarus,61
Moderately short stature,61
Enlarged polycystic ovaries,61
Angioid streaks of the fundus,61
Aplasia/Hypoplasia of the patella,61
Ridged nail,61
Chromosome breakage,61
Dystrophic toenail,61
Squamous cell carcinoma of the skin,61
Reduced muscle myoadenylate deaminase activity,61
Urinary retention,61
Cerebellar dysplasia,61
Macular dots,61
Periventricular laminar heterotopia,61
Glandular hypospadias,61
Thoracic hypoplasia,60
Hypoplastic fingernail,60
Bell-shaped thorax,60
Atrioventricular block,60
Hypoplastic aortic arch,60
Heterochromia iridis,60
Language impairment,60
Rimmed vacuoles,60
Abnormal finger morphology,60
Abnormality of the immune system,60
Abnormality of the uterus,60
Decreased circulating total IgM,60
Temperature instability,60
Hyperinsulinemic hypoglycemia,60
Parathyroid adenoma,60
Aortic root aneurysm,60
Cone/cone-rod dystrophy,60
Uterine prolapse,60
Progressive hearing impairment,60
Cutaneous finger syndactyly,60
Urethral valve,60
Situs inversus totalis,60
Pulmonary sequestration,60
Sea-blue histiocytosis,60
Abnormal thumb morphology,60
Persistent fever,60
Increased upper to lower segment ratio,60
Abnormal peripheral nerve morphology by anatomical site,60
Spotty hypopigmentation,60
Anal stenosis,60
Spastic diplegia,60
Abnormal dentate nucleus morphology,60
Absent outer dynein arms,60
Abnormal posterior cranial fossa morphology,60
Prominence of the premaxilla,60
Branchial anomaly,60
Absent in utero rib ossification,60
Maxillary lateral incisor microdontia,60
Low maternal serum chorionic gonadotropin,60
Arnold-Chiari malformation,60
Ketosis,59
Multiple lipomas,59
Cystic hygroma,59
Hypoplasia of the radius,59
Abnormal aortic valve morphology,59
Ventricular tachycardia,59
Abnormal pattern of respiration,59
Leukoencephalopathy,59
Hyperalaninemia,59
Increased hemoglobin,59
Abnormal soft palate morphology,59
Premature loss of primary teeth,59
Severe postnatal growth retardation,59
Decreased circulating IgG level,59
Irregular menstruation,59
Morphological central nervous system abnormality,59
Rhinitis,59
Medulloblastoma,59
Elevated circulating aldolase concentration,59
Neonatal short-limb short stature,59
Ureteropelvic junction obstruction,59
Melanonychia,59
Bleeding with minor or no trauma,59
Absent sperm flagella,59
Dysgammaglobulinemia,59
Gastrointestinal atresia,59
Bulimia,59
Abnormal spinal cord morphology,59
Broad eyebrow,59
Insulin-resistant diabetes mellitus at puberty,59
Megaduodenum,59
Abnormality of the forehead,59
Macular hyperpigmented dermopathy,59
Multifactorial inheritance,59
Renal Fanconi syndrome,58
Bowing of the legs,58
Short thorax,58
Double outlet right ventricle,58
Falls,58
Arteriovenous malformation,58
Papilledema,58
Abnormal tibia morphology,58
Eosinophilia,58
Renal neoplasm,58
Abnormal circulating cholesterol concentration,58
Meningioma,58
Increased body weight,58
Cystic renal dysplasia,58
Motor deterioration,58
Subcortical cerebral atrophy,58
Absent toe,58
Laryngotracheal stenosis,58
Progressive psychomotor deterioration,58
Ureteral obstruction,58
Atrioventricular canal defect,58
Skin erosion,58
Abnormality of the ovary,58
Cleft in skull base,58
Enlargement of the wrists,58
Hypoplastic anemia,58
Pulmonary valve atresia,58
Midline brain calcifications,58
Abnormal plantar dermatoglyphics,58
Abnormal pinna morphology,57
Insulin resistance,57
Orchitis,57
Thoracic scoliosis,57
Nevus flammeus,57
Type I diabetes mellitus,57
Easy fatigability,57
Increased intramyocellular lipid droplets,57
Anisocytosis,57
Lower limb hyperreflexia,57
Short middle phalanx of finger,57
Aplasia/Hypoplasia of the nails,57
Abnormal cardiac ventricular function,57
Abnormality of the lymphatic system,57
Abducens palsy,57
Internal hemorrhage,57
Absent septum pellucidum,57
Abnormal myelination,57
Anhidrosis,57
Numerous pigmented freckles,57
Aplasia/Hypoplasia affecting the eye,57
Broad foot,57
Hypoproteinemia,57
Thick hair,57
Hypercapnia,57
Cerebellar cortical atrophy,57
Absent hand,57
Abnormal left ventricular outflow tract morphology,57
Corneal scarring,57
Neck pain,57
Perimembranous ventricular septal defect,57
Cervical C2/C3 vertebral fusion,57
Distal sensory loss of all modalities,57
Increased female libido,57
Arcuate scotoma,57
"Increased urinary 8-oxo-7,8-dihydroguanosine level",57
Suprabasal cleavage,57
Impaired memory B cell generation,57
Acromelia of the lower limbs,57
Irregularly spaced teeth,57
Encephalitis,57
Increased CSF protein,57
Elevated C-reactive protein level,57
Broad hallux phalanx,56
Angiokeratoma,56
Gangrene,56
Functional motor deficit,56
Acrocyanosis,56
Increased hepatic glycogen content,56
Gastrointestinal infarctions,56
Fasting hypoglycemia,56
Ileus,56
Lacrimation abnormality,56
Muscle hypertrophy of the lower extremities,56
Apathy,56
Recurrent bronchitis,56
Central adrenal insufficiency,56
Hypovolemia,56
Bilateral cryptorchidism,56
Paraplegia,56
Partial agenesis of the corpus callosum,56
Toenail dysplasia,56
White eyebrow,56
Dorsocervical fat pad,56
Skin vesicle,56
Impaired temperature sensation,56
Adult onset sensorineural hearing impairment,56
Paravenous chorioretinal atrophy,56
Functional abnormality of the bladder,56
Rigors,56
Reduced hemoglobin A,56
Episodic tachypnea,55
Respiratory failure requiring assisted ventilation,55
Pierre-Robin sequence,55
Echolalia,55
Abnormality of neutrophils,55
Anosmia,55
Nocturia,55
Gastroparesis,55
Late young adult onset,55
Hereditary nonpolyposis colorectal carcinoma,55
B-cell lymphoma,55
Subarachnoid hemorrhage,55
Periodontitis,55
Premature pubarche,55
Adrenocorticotropic hormone deficiency,55
Shyness,55
Neoplasm of the central nervous system,55
Striae distensae,55
Uveal melanoma,55
Absence of secondary sex characteristics,55
Testicular dysgenesis,55
Moderate global developmental delay,55
Thick nasal alae,55
Digenic inheritance,55
Immune dysregulation,55
Limited pronation/supination of forearm,55
Pseudoarthrosis,55
Limited hip movement,55
Sex reversal,55
Missing ribs,55
Recurrent fungal infections,55
Facial edema,55
Spastic ataxia,55
Oxycephaly,55
Sutural cataract,55
Scleritis,55
Localized skin lesion,55
Epicanthus inversus,55
Abnormality of hair density,55
Medial calcification of large arteries,55
Decreased hepatic echogenicity,55
Abnormal glomerular mesangium morphology,55
Hyperplasia of midface,55
Bence Jones Proteinuria,55
Abnormal cortical bone morphology,54
Deep venous thrombosis,54
Arterial stenosis,54
Adrenocortical adenoma,54
Corneal dystrophy,54
Elevated circulating calcitonin concentration,54
EMG: neuropathic changes,54
